THERMO ALL
300.000 1000.000 5000.000
H2                      H   2    0   0     0G   200.00   3500.00   1000.00  0  1
 3.33727920E+00-4.94024731E-05 4.99456778E-07-1.79566394E-10 2.00255376E-14    2
-9.50158922E+02-3.20502331E+00 2.34433112E+00 7.98052075E-03-1.94781510E-05    3
 2.01572094E-08-7.37611761E-12-9.17935173E+02 6.83010238E-01                   4
CH4                     H   4C   1   0     0G   200.00   3500.00   1000.00  0  1
 7.48514950E-02 1.33909467E-02-5.73285809E-06 1.22292535E-09-1.01815230E-13    2
-9.46834459E+03 1.84373180E+01 5.14987613E+00-1.36709788E-02 4.91800599E-05    3
-4.84743026E-08 1.66693956E-11-1.02466476E+04-4.64130376E+00                   4
C2H2                    H   2C   2   0     0G   200.00   3500.00   1000.00  0  1
 4.14756964E+00 5.96166664E-03-2.37294852E-06 4.67412171E-10-3.61235213E-14    2
 2.59359992E+04-1.23028121E+00 8.08681094E-01 2.33615629E-02-3.55171815E-05    3
 2.80152437E-08-8.50072974E-12 2.64289807E+04 1.39397051E+01                   4
C2H4                    H   4C   2   0     0G   200.00   3500.00   1000.00  0  1
 2.03611116E+00 1.46454151E-02-6.71077915E-06 1.47222923E-09-1.25706061E-13    2
 4.93988614E+03 1.03053693E+01 3.95920148E+00-7.57052247E-03 5.70990292E-05    3
-6.91588753E-08 2.69884373E-11 5.08977593E+03 4.09733096E+00                   4
C2H6                    H   6C   2   0     0G   200.00   3500.00   1000.00  0  1
 1.07188150E+00 2.16852677E-02-1.00256067E-05 2.21412001E-09-1.90002890E-13    2
-1.14263932E+04 1.51156107E+01 4.29142492E+00-5.50154270E-03 5.99438288E-05    3
-7.08466285E-08 2.68685771E-11-1.15222055E+04 2.66682316E+00                   4
C3H4                    H   4C   3   0     0G   200.00   6000.00   1000.00  0  1
 6.31687220E+00 1.11337280E-02-3.96293780E-06 6.35642380E-10-3.78755400E-14    2
 2.01174950E+04-1.09957660E+01 2.61304450E+00 1.21225750E-02 1.85398800E-05    3
-3.45251490E-08 1.53350790E-11 2.15415670E+04 1.02261390E+01                   4
C3H6                    H   6C   3   0     0G   300.00   5000.00   1000.00  0  1
 6.72139740E+00 1.49317570E-02-4.96523530E-06 7.25107530E-10-3.80014760E-14    2
-9.24531490E+02-1.21556170E+01 1.45751570E+00 2.11422630E-02 4.04680120E-06    3
-1.63190030E-08 7.04751530E-12 1.07402080E+03 1.73994600E+01                   4
C4H2                    H   2C   4   0     0G   200.00   6000.00   1000.00  0  1
 8.66700350E+00 6.71663710E-03-2.35449950E-06 3.73830790E-10-2.21189140E-14    2
 4.98569330E+04-2.11142050E+01-3.95185080E-01 5.19558130E-02-9.17866160E-05    3
 8.05239290E-08-2.69170880E-11 5.14517090E+04 2.09691010E+01                   4
C4H4                    H   4C   4   0     0G   300.00   3000.00   1000.00  0  1
